_id,AARE,currentPrediction,thd,start,timing,isAnomally
6542a1d158af3d8361ee28bf,0.15193139238566028,636.2487054103727,0.2922860745379341,1698865616976.0,548,
6542a1db58af3d8361ee28c8,0.18029499726338843,386.8903293999433,0.2822976082129879,1698865627013.0,524,
6542a1e558af3d8361ee28d1,0.2345234846645463,386.8903293999433,0.2916471950725163,1698865637000.0,538,
6542a1ef58af3d8361ee28da,0.2546937677987234,386.8903293999433,0.3086044512448351,1698865647039.0,497,
6542a1f958af3d8361ee28e3,0.27845644486987897,386.8903293999433,0.3327844873434238,1698865657017.0,580,
6542a20358af3d8361ee28ec,0.2586816579757787,386.8903293999433,0.33697501609594044,1698865667041.0,497,
6542a20d58af3d8361ee28f5,0.2637996814274677,386.8903293999433,0.3411147090897331,1698865677030.0,507,
6542a21758af3d8361ee28fe,0.25870169212888144,386.8903293999433,0.34194039486902705,1698865687034.0,567,
6542a22158af3d8361ee2907,0.2832793916334951,386.8903293999433,0.3502486536096622,1698865697060.0,549,
6542a22b58af3d8361ee2910,0.3023104069391642,386.8903293999433,0.36334305129594147,1698865707050.0,548,
6542a23558af3d8361ee2919,0.29399418195483,386.8903293999433,0.36982160163549865,1698865717052.0,547,
6542a23f58af3d8361ee2922,0.2944212839357318,386.8903293999433,0.3746684751505065,1698865727065.0,550,
6542a24958af3d8361ee292b,0.3015021525271223,386.8903293999433,0.38015556824108865,1698865737064.0,565,
6542a25358af3d8361ee2934,0.3010703485375512,386.8903293999433,0.3842041793660302,1698865747088.0,546,
6542a25d58af3d8361ee293d,0.28849293158271727,386.8903293999433,0.38470973465256497,1698865757418.0,522,
6542a26758af3d8361ee2946,0.29089139618851645,386.8903293999433,0.3853378902743927,1698865767428.0,571,
6542a27158af3d8361ee294f,0.2696761163416199,386.8903293999433,0.3829710862935762,1698865777435.0,501,
6542a27c58af3d8361ee2958,0.28139777056829646,386.8903293999433,0.3819859415392791,1698865787454.0,548,
6542a28658af3d8361ee2961,0.2714882093085048,386.8903293999433,0.3799720318232259,1698865797454.0,547,
6542a28f58af3d8361ee296a,0.29183511863225625,386.8903293999433,0.38035952178108684,1698865807451.0,544,
6542a29a58af3d8361ee2973,0.2964660350055586,386.8903293999433,0.3812341283712971,1698865817458.0,559,
6542a2a458af3d8361ee297c,0.2973249238154161,386.8903293999433,0.3820104070555822,1698865827472.0,549,
6542a2ae58af3d8361ee2985,0.2990553263907343,386.8903293999433,0.3828270078541888,1698865837483.0,548,
6542a2b858af3d8361ee298e,0.3176482340545972,386.8903293999433,0.3863222268686207,1698865847487.0,608,
6542a2c258af3d8361ee2997,0.31678934524473973,386.8903293999433,0.38915673501294945,1698865857490.0,547,
6542a2cc58af3d8361ee29a0,0.3159273131925665,386.8903293999433,0.3914470332980897,1698865867489.0,546,
6542a2d658af3d8361ee29a9,0.27955376322658637,386.8903293999433,0.38981135666322086,1698865877516.0,519,
6542a2e058af3d8361ee29b2,0.2634370166627081,386.8903293999433,0.38770387902681813,1698865887526.0,512,
6542a2ea58af3d8361ee29bb,0.2549213831454149,386.8903293999433,0.38566166708497024,1698865897512.0,527,
6542a2f458af3d8361ee29c4,0.2549213831454149,386.8903293999433,0.3837066001404729,1698865907515.0,519,
