_id,AARE,currentPrediction,thd,start,timing,isAnomally
6542a1d158af3d8361ee28bf,0.1989023063718895,500.89787913100923,0.2563187194483899,1698865616976.0,548,
6542a1db58af3d8361ee28c8,0.07754011242714959,509.86238616468904,0.3016418543236836,1698865627013.0,524,
6542a1e558af3d8361ee28d1,0.0572526808166754,506.35210262015414,0.31615192282424087,1698865637000.0,538,
6542a1ef58af3d8361ee28da,0.03476167806147441,506.18444422025885,0.32415140295418915,1698865647039.0,497,
6542a1f958af3d8361ee28e3,0.06992087891829807,503.1744866456147,0.3129705052456073,1698865657017.0,580,
6542a20358af3d8361ee28ec,0.05793519170404766,508.36540913266674,0.3043473080063806,1698865667041.0,497,
6542a20d58af3d8361ee28f5,0.052601310937012216,505.7435907559743,0.29658182245674347,1698865677030.0,507,
6542a21758af3d8361ee28fe,0.046911067849164614,501.57554129943486,0.28967685259414744,1698865687034.0,567,
6542a22158af3d8361ee2907,0.06430009924217829,507.80571878899815,0.28123508890406923,1698865697060.0,549,
6542a22b58af3d8361ee2910,0.08668968116131026,509.83351496651295,0.273413458116489,1698865707050.0,548,
6542a23558af3d8361ee2919,0.07159866906036486,508.64763320472525,0.2663640007672834,1698865717052.0,547,
6542a23f58af3d8361ee2922,0.07174196327989202,508.4942482061754,0.2599671064842835,1698865727065.0,550,
6542a24958af3d8361ee292b,0.0817358281944405,508.7099171378692,0.2541812979040777,1698865737064.0,565,
6542a25358af3d8361ee2934,0.08017949837413305,510.26701546646797,0.2488846957704759,1698865747088.0,546,
6542a25d58af3d8361ee293d,0.06304750603569424,509.4359682994926,0.24420496616782406,1698865757418.0,522,
6542a26758af3d8361ee2946,0.06775888860274126,506.0415480090614,0.23971277674448965,1698865767428.0,571,
6542a27158af3d8361ee294f,0.05133188004115502,509.0981644676493,0.23615305876444437,1698865777435.0,501,
6542a27c58af3d8361ee2958,0.06911225914106217,505.57923037684446,0.23218508437685642,1698865787454.0,548,
6542a28658af3d8361ee2961,0.05636848226097363,505.6843885799391,0.22874590867026795,1698865797454.0,547,
6542a28f58af3d8361ee296a,0.07273645731369278,508.4942482061754,0.22526239522880437,1698865807451.0,544,
6542a29a58af3d8361ee2973,0.07725161711958281,508.15579558336196,0.2220649140007065,1698865817458.0,559,
6542a2a458af3d8361ee297c,0.07614659252858826,509.35330151669996,0.21904161429869695,1698865827472.0,549,
6542a2ae58af3d8361ee2985,0.07790120245537864,509.34859778216565,0.21623013538478414,1698865837483.0,548,
6542a2b858af3d8361ee298e,0.10205215414036853,508.64763320472525,0.21481777634949048,1698865847487.0,608,
6542a2c258af3d8361ee2997,0.09809050080236259,513.9988070614289,0.21316112024428974,1698865857490.0,547,
6542a2cc58af3d8361ee29a0,0.09527238001594031,512.1057431420693,0.21139855485226722,1698865867489.0,546,
6542a2d658af3d8361ee29a9,0.04764886067532646,508.3408091417114,0.20970227617732595,1698865877516.0,519,
6542a2e058af3d8361ee29b2,0.03160163104245261,505.7589454756036,0.2090990735219237,1698865887526.0,512,
