cpu_percentage,memory_percentage
0.0,10.450000762939453
0.0,10.450000762939453
0.0,10.450000762939453
0.0,10.450000762939453
0.0,10.450000762939453
0.0,10.450000762939453
0.0,10.450000762939453
0.0,10.149999618530273
0.0,10.399999618530273
0.0,10.649999618530273
0.0,10.329999923706055
0.0,10.649999618530273
0.0,10.8700008392334
0.0,10.540000915527344
0.0,10.549999237060547
0.0,10.15999984741211
0.0,10.850000381469727
0.0,10.850000381469727
0.0,10.34000015258789
0.0,10.950000762939453
0.0,10.950000762939453
0.0,10.809999465942383
0.0,10.850000381469727
0.0,10.15999984741211
0.0,10.959999084472656
0.0,10.959999084472656
0.0,10.34000015258789
0.0,10.90999984741211
0.0,10.90999984741211
0.0,10.75
0.0,10.75
0.0,10.149999618530273
0.0,10.93000030517578
0.0,10.90999984741211
0.0,10.34000015258789
0.0,10.90999984741211
0.0,10.90999984741211
0.0,10.799999237060547
0.0,10.809999465942383
0.0,10.15999984741211
0.0,10.959999084472656
0.0,10.959999084472656
0.0,10.3700008392334
0.0,10.979999542236328
0.0,10.979999542236328
0.0,10.940000534057617
0.0,10.979999542236328
0.0,10.18000030517578
0.0,10.139999389648438
0.0,10.18000030517578
0.0,10.3700008392334
0.0,10.979999542236328
0.0,10.979999542236328
0.0,10.940000534057617
0.0,10.979999542236328
0.0,10.18000030517578
0.0,10.09000015258789
0.0,10.079999923706055
0.0,10.3700008392334
0.0,10.1299991607666
0.0,10.1299991607666
0.0,10.84000015258789
0.0,10.8799991607666
0.0,10.170000076293945
0.0,10.100000381469727
0.0,10.1299991607666
0.0,10.389999389648438
0.0,10.030000686645508
0.0,10.040000915527344
0.0,10.959999084472656
0.0,10.979999542236328
0.0,10.18000030517578
0.0,10.18000030517578
0.0,10.18000030517578
0.0,10.3700008392334
0.0,10.18000030517578
0.0,10.18000030517578
0.0,10.979999542236328
0.0,10.010000228881836
0.0,10.15999984741211
0.0,10.219999313354492
0.0,10.209999084472656
0.0,10.3700008392334
0.0,10.25
0.0,10.229999542236328
0.0,10.989999771118164
0.0,10.020000457763672
0.0,10.170000076293945
0.0,10.229999542236328
0.0,10.229999542236328
0.0,10.399999618530273
0.0,10.260000228881836
0.0,10.260000228881836
0.0,10.09000015258789
0.0,10.100000381469727
0.0,10.200000762939453
0.0,10.209999084472656
0.0,10.209999084472656
0.0,10.420000076293945
0.0,10.270000457763672
0.0,10.260000228881836
0.0,10.020000457763672
0.0,10.049999237060547
0.0,10.209999084472656
0.0,10.309999465942383
0.0,10.329999923706055
0.0,10.389999389648438
0.0,10.309999465942383
0.0,10.360000610351562
0.0,10.170000076293945
0.0,10.200000762939453
0.0,10.200000762939453
0.0,10.389999389648438
0.0,10.40999984741211
0.0,10.420000076293945
0.0,10.510000228881836
0.0,10.510000228881836
0.0,10.280000686645508
0.0,10.309999465942383
0.0,10.309999465942383
0.0,10.450000762939453
0.0,10.520000457763672
0.0,10.489999771118164
0.0,10.5
0.0,10.540000915527344
0.0,10.34000015258789
0.0,10.350000381469727
0.0,10.34000015258789
0.0,10.440000534057617
0.0,10.469999313354492
0.0,10.450000762939453
0.0,10.559999465942383
0.0,10.540000915527344
0.0,10.450000762939453
0.0,10.450000762939453
0.0,10.489999771118164
0.0,10.489999771118164
0.0,10.530000686645508
0.0,10.559999465942383
0.0,10.56999969482422
0.0,10.489999771118164
0.0,10.489999771118164
0.0,10.299999237060547
0.0,10.34000015258789
0.0,10.34000015258789
0.0,10.440000534057617
0.0,10.440000534057617
0.0,10.440000534057617
0.0,10.489999771118164
0.0,10.489999771118164
0.0,10.350000381469727
0.0,10.389999389648438
0.0,10.389999389648438
0.0,10.440000534057617
0.0,10.440000534057617
0.0,10.440000534057617
0.0,10.600000381469727
0.0,10.600000381469727
0.0,10.399999618530273
0.0,10.440000534057617
0.0,10.440000534057617
0.0,10.540000915527344
0.0,10.540000915527344
0.0,10.540000915527344
0.0,10.489999771118164
0.0,10.489999771118164
0.0,10.360000610351562
0.0,10.389999389648438
0.0,10.389999389648438
0.0,10.540000915527344
0.0,10.540000915527344
0.0,10.540000915527344
0.0,10.540000915527344
0.0,10.549999237060547
0.0,10.399999618530273
0.0,10.440000534057617
0.0,10.440000534057617
0.0,10.489999771118164
0.0,10.489999771118164
0.0,10.489999771118164
0.0,10.549999237060547
0.0,10.549999237060547
0.0,10.450000762939453
0.0,10.489999771118164
0.0,10.489999771118164
0.0,10.559999465942383
0.0,10.610000610351562
0.0,10.600000381469727
0.0,10.600000381469727
0.0,10.600000381469727
0.0,10.479999542236328
0.0,10.489999771118164
0.0,10.489999771118164
0.0,10.579999923706055
0.0,10.600000381469727
0.0,10.600000381469727
